TransID,CustID,TransTotal,TransNumItems,TransDesc
146732,234,21.33,1,Without hope defense.
146734,157,71.23,1,Various method artist.
146766,185,24.66,10,Wear western above nor.
146780,232,47.51,4,Certainly perform spend.
146825,111,87.74,11,Put someone teacher.
146830,95,85.73,4,Discover skill on executive.
146833,46,81.69,8,Somebody campaign push.
146925,208,41.53,1,Admit collection year.
146952,152,50.93,15,Travel many wife treat.
146954,19,35.45,5,Guy technology local.
146973,27,66.16,9,Enjoy environmental result.
147002,198,50.52,13,Doctor opportunity necessary.
147037,14,83.0,13,Tv according reveal.
147074,153,24.87,9,Can around leave another.
147081,30,83.6,12,Score mouth without fund.
147091,95,50.19,4,Though standard garden.
147101,123,60.16,4,Into network professional.
147104,5,46.53,5,Trade grow physical.
147112,149,31.71,10,Gun technology couple.
147130,34,95.67,12,Movement particularly city.
147132,53,20.37,8,Pretty own everything.
147137,209,88.56,7,Answer record science.
147147,48,63.33,4,Economic language this.
147154,200,91.67,12,Everyone card goal hear.
147213,163,95.85,1,Fund financial remain.
147268,48,98.95,14,Cold religious future.
147318,205,89.56,15,Behavior generation.
147325,84,49.16,15,Protect religious production.
147335,119,38.09,9,Through detail country.
147357,128,22.69,3,Affect first benefit ok.
147384,40,97.18,9,Skill wife leave than.
147390,40,27.13,10,Cell stage business.
147395,133,65.77,7,Religious decide think.
147450,27,80.08,15,Small create modern former.
147464,139,93.54,3,Forget start commercial.
147491,33,69.76,12,Officer opportunity purpose.
147496,137,90.56,6,Together painting close.
147498,16,92.67,1,Style marriage benefit.
147502,30,42.21,10,Southern thousand likely trouble.
147524,13,16.71,11,Interest article over.
147550,140,53.28,14,Benefit growth technology.
147597,9,78.33,6,Improve effect wait.
147610,99,81.38,6,Way rock stuff often.
147666,177,92.22,9,Able one those perhaps.
147673,204,61.34,4,Make Congress where.
147674,234,66.8,10,Employee late trouble majority.
147690,50,54.23,14,At director information above.
147691,1,88.4,5,Above six attention such.
147750,0,61.36,1,Ago degree film talk.
147769,136,31.41,11,Anything song interesting.
147789,187,15.74,1,Memory cover focus behind.
147795,110,58.26,2,Else course ability.
147819,19,23.06,7,Put security suffer.
147842,39,71.21,11,Career become science.
147845,152,56.66,7,Economy garden structure.
147893,245,37.68,8,Seat factor address production.
147908,85,88.2,12,Themselves certainly take change.
147921,137,83.68,7,Enter mean later product.
147937,145,56.92,6,Brother network dinner happen.
147961,155,33.38,12,Listen court each history.
147989,224,48.18,2,Together wish defense.
147992,166,59.39,8,Special small happen.
148015,208,32.28,10,Music indeed notice.
148056,213,67.22,4,Tax your discussion.
148068,55,11.66,12,Recognize former page.
148091,136,66.58,3,Each service threat.
148112,108,61.52,4,Language next class.
148115,166,66.31,7,Water imagine person.
148119,185,65.15,7,Education play light.
148163,37,94.34,8,Though watch quickly.
148171,194,88.29,5,Build suddenly manage.
148180,7,30.72,3,Three parent whatever.
148193,100,73.5,10,Husband without newspaper.
148269,179,86.04,10,Indicate rise citizen.
148272,126,85.68,4,Continue wide successful.
148280,27,65.54,14,Finally address exactly yet.
148310,41,60.03,1,Organization check other.
148312,57,38.21,11,Nothing really mouth.
148357,59,79.97,14,Military meeting style.
148363,35,94.08,5,Safe write everything forward.
148376,225,53.67,10,Behind provide name.
148386,33,19.56,2,Friend well kid water.
148416,73,25.77,4,International start.
148450,63,57.3,4,Serious crime apply.
148467,168,81.16,8,Next administration perform.
148501,206,99.48,3,Responsibility their through.
148528,150,71.97,9,Us possible popular.
148531,167,60.03,9,Effort this positive.
148534,200,67.27,3,Effort move increase.
148539,39,18.34,1,Rather federal must.
148590,123,58.2,2,Others pay hit today.
148603,73,45.88,10,Effect provide author.
148611,170,36.15,5,Reveal protect draw.
148638,212,70.0,7,Describe suddenly at show.
148653,95,87.58,15,Church step attention claim.
148704,187,91.53,3,Agreement nearly street.
148740,212,95.29,9,In another contain next.
148752,143,61.09,12,Model star benefit leader.
148767,133,68.66,3,Tend religious chance within.
148778,67,41.71,8,Something executive third.
148792,186,16.63,12,Unit southern measure conference.
148831,245,61.91,2,Prepare suggest hear.
148863,116,10.79,2,Republican commercial figure.
148880,61,35.52,15,Case seat according.
148892,161,58.25,15,Political guy billion.
148894,244,11.07,5,Physical throughout.
148950,77,44.46,9,Upon police standard.
148955,59,24.64,2,Present however describe.
148988,188,70.04,2,Onto war child wear.
149003,221,27.97,5,Should government despite.
149055,240,38.85,3,Responsibility food defense certain.
149062,104,36.27,1,Already author situation.
149107,108,62.99,14,Player natural argue field.
149116,40,43.78,8,Fight appear arrive.
149131,137,92.7,6,Every report charge serve.
149136,163,83.13,4,Knowledge simple career.
149146,235,43.96,2,Certain current sister.
149189,200,61.3,9,Management eat test.
149199,139,29.14,15,Somebody management guy three.
149205,18,79.5,3,Education executive.
149235,58,92.52,2,Expert north response.
149245,220,59.95,8,Majority opportunity.
149281,223,41.75,14,Congress staff huge.
149301,206,29.62,7,Figure finish world.
149342,89,94.29,1,Reality reason answer.
149371,161,93.78,3,Third administration side.
149378,54,12.59,1,Indicate career true.
149398,16,81.9,7,Picture feeling dinner.
149407,164,29.96,3,Wish relationship difficult voice.
149410,114,64.31,13,Despite either audience.
149455,240,73.66,10,Consumer environment popular.
149464,16,40.35,13,Mother focus action radio.
149474,122,24.05,11,Return common nation.
149478,55,64.11,6,Character relationship help.
149511,147,82.44,4,Person operation difficult.
149512,67,36.73,8,Play magazine democratic power.
149602,216,34.4,3,Better arm recently.
149620,43,55.35,4,Know experience ten.
149657,12,60.66,3,Visit responsibility.
149669,18,11.56,9,Entire without charge.
149670,246,46.96,9,Shoulder pattern nothing.
149676,164,31.46,5,Newspaper true possible.
149690,180,51.25,1,Rather participant personal exactly.
149702,143,25.83,3,Former book address.
149727,48,41.83,1,School someone phone.
149739,191,91.24,2,Forward bed imagine.
149740,179,31.27,1,Lawyer kitchen early sign.
149763,79,83.01,6,Although would really.
149769,132,42.56,9,Father particular institution.
149771,93,74.34,2,Ground show without chance.
149793,208,18.26,2,Agreement recognize low.
149811,189,14.68,13,Continue available during.
149828,58,69.29,4,Institution modern thought.
149841,82,76.71,1,Ground pick partner.
149856,245,30.96,14,Eight avoid possible.
149876,205,68.71,15,Government report sound.
149952,216,74.05,4,Natural everybody Republican.
149966,69,22.29,2,Century until score trial.
149970,113,56.64,4,Sing daughter design.
149982,18,13.2,12,Service election month.
149986,200,28.66,7,Training need party.
150012,39,91.38,1,Feel type future mention.
150062,144,15.09,11,Local shake cultural class.
150108,167,90.17,8,Think officer series.
150179,3,70.24,3,Night politics unit.
150182,134,13.01,15,Imagine cause soon various.
150185,54,31.91,15,Generation story simply.
150191,237,26.94,8,Success eight somebody.
150223,192,65.64,15,Several authority born.
150230,18,19.14,9,Others manage sport.
150257,157,54.13,3,Society organization.
150277,142,45.48,4,Likely single adult sea.
150298,27,92.19,11,Civil staff sport style.
150324,25,77.77,9,Anyone commercial option.
150429,87,50.62,8,Loss represent decade.
150448,57,43.72,13,Only heart newspaper.
150457,205,50.05,12,Single produce personal own.
150474,43,90.07,9,Network true option.
150492,216,24.58,6,Body success experience.
150507,8,20.44,1,Business consider direction.
150509,47,47.38,3,Call yeah sometimes.
150536,72,65.75,15,Themselves speech city.
150539,80,35.79,1,Financial most peace.
150548,232,81.71,8,Position sport five.
150553,238,44.56,8,Sometimes growth how put.
150566,121,42.91,6,Natural theory enjoy.
150573,76,58.26,4,Return election morning.
150578,231,28.65,3,Explain too more seat.
150657,115,15.22,10,Half marriage significant.
150686,208,50.58,8,Wall service stand head.
150720,213,64.06,10,Happy author respond.
150736,82,34.19,13,Officer environmental major.
150737,59,20.86,4,Activity history project child.
150751,38,79.28,14,We around school enough.
150756,231,76.17,2,Administration performance.
150761,249,32.89,14,Back reach other open.
150762,74,90.74,13,Sit daughter suddenly.
150781,96,40.33,10,Wrong relate analysis.
150799,238,38.19,8,Similar one society.
150907,40,50.69,3,Other indicate travel.
150938,34,12.8,7,Question always parent.
150958,80,50.91,8,Stage consumer environmental.
150964,82,91.7,5,Thing leader individual this.
150981,206,31.22,2,Popular article responsibility across.
151104,21,96.63,13,Majority cover almost.
151129,86,84.1,3,Security significant table.
151131,225,14.29,5,Particularly season speak.
151133,141,23.34,10,Site thousand various.
151178,131,14.83,12,Last realize truth protect.
151189,85,80.82,1,War push because situation.
151227,126,92.62,7,Research however TV.
151230,9,81.97,4,Remember him keep who.
151232,218,12.47,6,Rich artist institution.
151259,54,75.27,12,Sister whole central.
151294,211,28.94,1,Pattern color during.
151312,217,41.72,9,Meet through professional deep.
151314,171,27.11,2,Break whatever quite.
151325,43,69.36,15,Purpose treatment pull.
151371,43,82.77,12,Activity hear social.
151384,155,50.71,7,Black physical common.
151387,175,20.76,7,Condition time nation.
151399,12,11.98,12,Ability suddenly possible.
151480,167,96.24,7,Speak early relationship.
151487,158,98.54,5,Perhaps economic daughter.
151537,199,49.02,7,Also season mention.
151541,4,22.51,5,Note because perhaps.
151577,83,88.46,13,Experience each decade.
151624,165,31.74,1,Kind western teacher add.
151652,117,80.4,6,Sea protect current after.
151684,33,63.97,10,Shoulder finish example.
151700,75,62.99,7,Why institution recently.
151704,139,60.79,7,Entire hear partner.
151758,160,79.56,2,Decade stage success.
151807,58,23.68,4,Full analysis describe.
151810,83,53.69,7,Play help modern former.
151827,167,24.2,13,World recently identify.
151864,95,48.59,10,Evidence foreign attack.
151898,56,15.57,8,Hot those beyond exist.
151907,43,57.57,7,Interview development.
151917,234,79.94,1,Manager we wonder future.
151919,156,25.42,8,Him natural technology.
152014,233,39.82,7,Energy ask under while.
152043,235,63.13,13,Woman remain audience.
152056,76,41.06,9,Toward forward smile.
152057,131,45.84,12,Window exist interest.
152058,175,81.32,10,Tonight charge form.
152094,186,46.62,13,At particular report.
152126,165,24.59,8,Wonder into positive since.
152179,10,52.73,14,Place together give big.
152187,30,21.63,6,Matter shake animal.
152189,94,84.79,4,Particularly property sister.
152208,94,23.49,11,Carry style popular.
152280,105,76.39,15,True institution type wait.
152298,47,87.44,10,Though quality black.
152299,3,90.05,14,Everybody determine front.
152309,217,11.87,15,General work experience usually.
152329,34,57.84,12,Reflect speech face.
152345,71,49.28,14,Decide Congress explain.
152388,119,95.25,12,Mother prevent same.
152396,82,51.58,13,Consumer attack important.
152401,40,31.9,13,Establish suggest despite hit.
152419,165,37.72,2,Herself program building.
152430,70,50.58,5,Management rather world.
152438,66,91.07,15,Challenge allow single.
152478,116,89.28,15,Direction treat suddenly radio.
152480,131,51.97,5,Too factor miss possible.
152488,1,92.05,5,Wrong field agreement.
152496,43,24.33,4,Security discussion class.
152500,244,54.37,1,True despite choose.
152507,245,41.28,14,Nature television pick.
152569,247,46.65,9,Already particularly together.
152598,218,36.25,3,Here protect always.
152603,202,77.73,2,Local environment yourself.
152644,206,98.85,3,Research ability seem should.
152704,168,63.38,4,Policy job technology.
152741,143,90.75,2,Painting senior reduce.
152768,151,14.43,8,American size during.
152771,16,99.16,13,Contain parent defense.
152781,67,43.76,4,Daughter wide already.
152788,47,37.47,3,Character couple social.
152795,126,67.72,9,Opportunity dog discussion.
152861,46,75.16,10,Region similar under.
152864,128,48.64,5,Executive open own become.
152908,225,97.15,14,Law will story half.
152983,169,41.27,10,Anything minute loss white.
152994,175,18.84,6,Economy movie activity coach.
153014,241,59.57,14,Series travel way budget.
153018,151,61.72,13,Citizen nature fight.
153054,181,10.26,13,Beautiful score friend.
153055,143,13.67,10,Traditional spring how.
153140,83,32.17,13,Material form century.
153142,222,94.44,1,Probably effect test.
153146,202,41.36,2,Huge when mind property.
153164,173,10.58,4,Same remember property.
153167,160,96.92,7,Building white social response.
153183,162,29.15,6,Second really store.
153192,228,95.76,13,Instead change between.
153215,39,22.02,12,Approach beautiful view.
153257,134,80.73,10,Deal character clearly.
153269,244,93.58,2,Provide open establish.
153271,85,53.7,7,Plan read situation.
153282,116,30.78,3,Message alone manager born.
153301,134,75.91,13,Southern American range.
153350,34,27.29,5,College move section.
153351,243,47.28,5,Small Republican five.
153378,135,50.55,2,About particular environmental.
153400,144,76.03,8,Bar amount environment.
153402,49,95.2,2,Receive take amount.
153405,33,85.09,2,House owner pressure.
153407,195,61.45,2,Art early parent left.
153420,180,48.17,3,Heart clear officer.
153426,214,71.1,6,Room source often vote.
153474,90,54.82,11,Wall believe notice.
153491,41,48.46,2,Until federal point.
153517,89,61.5,7,Current enough study.
153527,52,34.51,5,Remember give describe skill.
153533,79,92.81,8,Either hand traditional.
153535,27,33.16,11,Right without arrive.
153560,27,96.11,7,Leader catch serious side.
153587,92,74.94,3,Strong stock myself.
153590,184,34.19,2,War team much owner.
153603,203,22.69,8,Stock if collection.
153652,89,49.01,12,Building sense guess.
153667,18,20.57,6,Word yourself important.
